ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Age,Customer_Tenure_Years,Total_Children,Family_Size,Total_Spending,Total_Purchases,Total_Campaign_Acceptance,Average_Spending_per_Purchase,Digital_Engagement,Deal_Dependency,Preferred_Shopping_Channel,Product_Preference,Customer_Activity_Level
2639,1966,Graduation,Single,43602.0,1,1,2014-01-10,45,19,5,12,10.0,3,19.0,3,3,1,2,6,0,0,0,0,0,0,3,11,0,59,59,0.47,2,3,68.0,6,0,11.333333333333334,9,0.5,Web,Wine,Moderately Active
8299,1989,Phd,Single,33996.0,0,0,2013-09-11,46,40,2,15,8.0,0,6.0,1,1,1,3,4,0,0,0,0,0,0,3,11,0,36,36,0.8,0,1,71.0,5,0,14.2,5,0.2,Store,Wine,Moderately Active
6437,1985,2N Cycle,Single,41473.0,1,0,2013-06-19,80,21,8,20,15.0,3,9.0,1,2,0,3,7,0,0,0,0,0,0,3,11,0,40,40,1.03,1,2,76.0,5,0,15.2,9,0.2,Store,Wine,Inactive
6912,1967,Phd,Married,63246.0,0,2,2013-08-20,60,593,30,91,29.0,22,7.0,1,6,3,12,4,0,0,0,0,0,0,3,11,0,58,58,0.86,2,3,772.0,21,0,36.76190476190476,10,0.047619047619047616,Store,Wine,Moderately Active
7327,1959,Phd,Married,36732.0,1,1,2013-12-29,71,21,5,3,10.0,1,7.0,3,1,1,4,2,0,0,0,0,0,0,3,11,0,66,66,0.5,2,3,47.0,6,0,7.833333333333333,3,0.5,Store,Wine,Inactive
5299,1970,Phd,Married,69084.0,1,0,2013-11-19,43,1181,81,199,39.0,30,30.0,2,7,3,13,8,0,0,0,0,0,0,3,11,0,55,55,0.61,1,2,1560.0,23,0,67.82608695652173,15,0.08695652173913043,Store,Wine,Moderately Active
4127,1967,Phd,Married,77766.0,0,1,2013-02-22,97,1004,59,265,115.0,59,27.0,2,11,10,11,6,1,0,0,0,0,0,3,11,1,58,58,1.35,1,2,1529.0,32,1,47.78125,17,0.0625,Web,Wine,Inactive
8143,1985,Phd,Single,37929.0,0,0,2013-07-30,49,202,2,46,3.0,2,10.0,2,4,2,5,7,0,1,0,1,0,0,3,11,1,40,40,0.91,0,1,265.0,11,2,24.09090909090909,11,0.18181818181818182,Store,Wine,Moderately Active
1964,1951,Graduation,Together,86610.0,0,0,2013-09-05,66,446,81,556,33.0,81,53.0,1,5,6,6,2,0,0,0,0,0,0,3,11,0,74,74,0.81,0,1,1250.0,17,0,73.52941176470588,7,0.058823529411764705,Catalog,Meat,Inactive
3690,1986,Master,Married,80141.0,0,0,2013-01-11,20,1184,81,556,52.0,40,40.0,1,7,4,10,6,0,0,1,0,0,0,3,11,1,39,39,1.46,0,1,1953.0,21,1,93.0,13,0.047619047619047616,Store,Wine,Highly Active
3433,1955,2N Cycle,Married,72635.0,0,0,2013-06-03,54,390,22,323,104.0,35,107.0,1,6,8,6,3,0,0,0,1,0,0,3,11,0,70,70,1.07,0,1,981.0,20,1,49.05,9,0.05,Catalog,Wine,Moderately Active
3389,1970,Graduation,Married,69016.0,0,1,2012-11-22,61,726,53,363,120.5,81,126.5,4,8,9,13,5,0,0,0,0,0,0,3,11,0,55,55,1.6,1,2,1470.0,30,0,49.0,13,0.13333333333333333,Store,Wine,Inactive
4712,1991,2N Cycle,Together,20193.0,0,0,2012-11-28,18,8,8,22,24.0,11,9.0,1,1,1,4,4,0,0,0,0,0,0,3,11,0,34,34,1.58,0,1,82.0,6,0,13.666666666666666,5,0.16666666666666666,Store,Fish,Highly Active
1170,1975,Graduation,Married,27573.0,1,0,2013-03-25,45,50,15,110,39.0,15,15.0,4,5,1,4,8,0,0,0,0,0,0,3,11,0,50,50,1.26,1,2,244.0,10,0,24.4,13,0.4,Web,Meat,Moderately Active
6347,1979,Basic,Single,15862.0,1,0,2013-06-27,26,1,1,4,11.0,9,10.0,1,1,0,3,8,0,0,0,0,0,0,3,11,0,46,46,1.0,1,2,36.0,4,0,9.0,9,0.25,Store,Fish,Highly Active
4065,1976,Phd,Married,49544.0,1,0,2013-02-12,0,308,0,73,0.0,0,23.0,2,5,1,8,7,0,0,0,0,0,0,3,11,0,49,49,1.37,1,2,404.0,14,0,28.857142857142858,12,0.14285714285714285,Store,Wine,Highly Active
8230,1980,Graduation,Married,33228.0,1,0,2014-01-23,28,22,2,31,7.0,4,5.0,1,2,0,3,7,0,0,0,0,0,0,3,11,0,45,45,0.43,1,2,71.0,5,0,14.2,9,0.2,Store,Meat,Highly Active
1215,1978,Graduation,Together,70440.0,0,0,2013-10-08,49,690,81,499,76.0,81,88.0,1,5,10,7,3,0,0,0,1,0,0,3,11,0,47,47,0.72,0,1,1515.0,22,1,68.86363636363636,8,0.045454545454545456,Catalog,Wine,Moderately Active
5939,1971,Graduation,Together,38232.0,1,1,2014-01-17,84,43,5,28,7.0,6,33.0,4,3,1,3,5,0,0,0,0,0,0,3,11,0,54,54,0.45,2,3,122.0,7,0,17.428571428571427,8,0.5714285714285714,Web,Wine,Inactive
2156,1955,Phd,Married,22554.0,1,1,2012-11-03,38,27,0,10,0.0,0,4.0,4,2,0,4,5,0,0,0,0,0,0,3,11,0,70,70,1.65,2,3,41.0,6,0,6.833333333333333,7,0.6666666666666666,Store,Wine,Moderately Active
7788,1983,Phd,Married,23536.0,1,0,2014-06-04,53,6,0,3,0.0,0,1.0,1,0,0,3,3,0,0,0,0,0,0,3,11,0,42,42,0.07,1,2,10.0,3,0,3.3333333333333335,3,0.3333333333333333,Store,Wine,Moderately Active
10323,1952,Graduation,Married,49413.0,0,1,2013-10-25,88,205,7,41,3.0,2,46.0,2,4,2,5,5,0,0,0,0,0,0,3,11,0,73,73,0.68,1,2,304.0,11,0,27.636363636363637,9,0.18181818181818182,Store,Wine,Inactive
7947,1969,Graduation,Married,42231.0,1,1,2014-03-25,99,24,0,8,0.0,1,4.0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,56,56,0.26,2,3,37.0,4,0,9.25,6,0.25,Store,Wine,Inactive
1891,1980,Master,Divorced,78789.0,0,0,2012-08-08,12,667,50,556,21.0,81,83.0,1,4,6,5,2,0,0,0,0,0,0,3,11,1,45,45,1.89,0,1,1458.0,15,0,97.2,6,0.06666666666666667,Catalog,Wine,Highly Active
2570,1968,Graduation,Together,56534.0,0,1,2013-07-23,35,691,7,61,10.0,0,46.0,4,10,4,7,8,0,1,0,0,1,0,3,11,1,57,57,0.93,1,2,815.0,21,2,38.80952380952381,18,0.19047619047619047,Web,Wine,Moderately Active
9256,1971,Graduation,Single,58350.0,0,1,2013-01-04,5,493,26,206,116.0,80,80.0,4,8,3,12,6,0,0,0,0,0,0,3,11,0,54,54,1.48,1,2,1001.0,23,0,43.52173913043478,14,0.17391304347826086,Store,Wine,Highly Active
295,1989,Graduation,Single,81217.0,0,0,2013-07-19,77,493,70,324,120.5,40,84.0,1,3,7,11,1,0,0,0,0,0,0,3,11,0,36,36,0.94,0,1,1131.5,21,0,53.88095238095238,4,0.047619047619047616,Store,Wine,Inactive
7397,1951,Graduation,Single,49090.0,0,1,2013-07-19,45,494,5,82,7.0,0,100.0,3,7,2,9,7,0,0,0,0,0,0,3,11,0,74,74,0.94,1,2,688.0,18,0,38.22222222222222,14,0.16666666666666666,Store,Wine,Moderately Active
6349,1987,Master,Divorced,61787.0,0,0,2013-07-06,71,621,73,414,78.0,48,85.0,1,8,4,6,5,0,0,0,0,0,0,3,11,0,38,38,0.98,0,1,1319.0,18,0,73.27777777777777,13,0.05555555555555555,Web,Wine,Inactive
10790,1985,Phd,Married,18169.0,1,0,2013-02-19,40,9,0,5,0.0,0,7.0,1,1,0,2,8,0,0,0,0,0,0,3,11,0,40,40,1.36,1,2,21.0,3,0,7.0,9,0.3333333333333333,Store,Wine,Moderately Active
10398,1981,2N Cycle,Single,24336.0,1,0,2012-08-27,82,1,6,2,8.0,2,12.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,44,44,1.84,1,2,31.0,3,0,10.333333333333334,8,0.3333333333333333,Store,Gold,Inactive
2431,1990,Graduation,Married,18222.0,0,0,2012-12-31,70,12,4,19,12.0,6,14.0,1,2,0,3,8,0,0,0,0,0,0,3,11,0,35,35,1.49,0,1,67.0,5,0,13.4,10,0.2,Store,Meat,Inactive
550,1952,Graduation,Divorced,62335.0,0,1,2013-05-23,87,243,81,217,85.0,6,26.0,2,3,3,13,2,0,0,0,0,0,0,3,11,0,73,73,1.1,1,2,658.0,19,0,34.63157894736842,5,0.10526315789473684,Store,Wine,Inactive
1890,1971,2N Cycle,Together,42033.0,1,1,2012-09-19,95,11,1,4,2.0,0,7.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,54,54,1.77,2,3,25.0,3,0,8.333333333333334,8,0.3333333333333333,Store,Wine,Inactive
10742,1983,Phd,Married,86580.0,0,0,2013-02-27,72,532,21,127,26.0,20,20.0,0,4,2,5,1,0,0,1,0,0,0,3,11,0,42,42,1.33,0,1,746.0,11,1,67.81818181818181,5,0.0,Store,Wine,Inactive
10356,1957,Phd,Divorced,41437.0,1,1,2012-09-22,5,29,0,2,0.0,0,1.0,1,1,0,3,7,0,0,0,0,0,0,3,11,0,68,68,1.77,2,3,32.0,4,0,8.0,8,0.25,Store,Wine,Highly Active
4676,1951,Master,Widow,73705.0,0,2,2014-03-05,86,612,81,520,120.5,81,107.0,2,9,6,8,5,0,0,0,0,0,0,3,11,0,74,74,0.32,2,3,1521.5,23,0,66.15217391304348,14,0.08695652173913043,Web,Wine,Inactive
8852,1976,Graduation,Married,61064.0,0,1,2012-08-31,80,387,81,342,0.0,45,126.5,5,8,4,11,6,0,0,0,0,0,0,3,11,0,49,49,1.83,1,2,981.5,23,0,42.67391304347826,14,0.21739130434782608,Store,Wine,Inactive
3565,1955,Master,Married,38452.0,1,1,2014-03-30,62,56,0,14,0.0,0,2.0,3,3,0,3,7,0,0,0,0,0,0,3,11,0,70,70,0.25,2,3,72.0,6,0,12.0,10,0.5,Web,Wine,Inactive
5294,1989,Graduation,Single,18358.0,1,0,2013-11-20,49,6,8,19,16.0,4,4.0,3,3,0,4,7,0,0,0,0,0,0,3,11,0,36,36,0.61,1,2,57.0,7,0,8.142857142857142,10,0.42857142857142855,Store,Meat,Moderately Active
1958,1973,Phd,Together,55012.0,0,1,2014-03-21,85,582,0,65,0.0,0,13.0,6,8,2,9,5,0,0,0,0,0,0,3,11,0,52,52,0.27,1,2,660.0,19,0,34.73684210526316,13,0.3157894736842105,Store,Wine,Inactive
7349,1973,Basic,Together,9722.0,1,0,2012-10-02,7,6,17,16,6.0,16,42.0,4,3,1,3,8,0,0,0,0,0,0,3,11,1,52,52,1.74,1,2,103.0,7,0,14.714285714285714,11,0.5714285714285714,Web,Gold,Highly Active
8799,1984,Phd,Married,38175.0,1,0,2013-09-23,6,70,6,69,2.0,3,3.0,3,3,1,4,7,0,0,0,0,0,0,3,11,0,41,41,0.76,1,2,153.0,8,0,19.125,10,0.375,Store,Wine,Highly Active
1351,1956,Master,Together,58656.0,0,1,2012-09-20,25,962,12,194,16.0,24,12.0,4,7,8,13,6,0,0,1,0,0,0,3,11,0,69,69,1.77,1,2,1220.0,28,1,43.57142857142857,13,0.14285714285714285,Store,Wine,Highly Active
1045,1965,Graduation,Together,52117.0,0,1,2012-08-16,55,112,10,107,30.0,0,20.0,2,5,2,4,7,0,0,0,0,0,0,3,11,0,60,60,1.87,1,2,279.0,11,0,25.363636363636363,12,0.18181818181818182,Web,Wine,Moderately Active
7732,1978,Graduation,Married,64813.0,1,0,2014-01-02,81,293,0,124,120.5,81,52.0,1,7,2,10,5,0,0,0,0,0,0,3,11,0,47,47,0.49,1,2,670.5,19,0,35.28947368421053,12,0.05263157894736842,Store,Wine,Inactive
8070,1973,Phd,Married,54222.0,0,1,2014-03-01,98,199,12,31,3.0,12,7.0,1,3,3,5,3,0,0,0,0,0,0,3,11,0,52,52,0.33,1,2,264.0,11,0,24.0,6,0.09090909090909091,Store,Wine,Inactive
477,1986,Graduation,Married,83512.0,0,0,2014-06-17,31,1060,61,556,80.0,20,101.0,1,4,7,10,1,1,0,1,1,1,0,3,11,1,39,39,0.03,0,1,1878.0,21,4,89.42857142857143,5,0.047619047619047616,Store,Wine,Moderately Active
7832,1959,Master,Married,77520.0,0,1,2013-08-28,30,940,44,396,0.0,81,58.0,1,8,7,7,4,1,0,1,1,0,0,3,11,1,66,66,0.84,1,2,1519.0,22,3,69.04545454545455,12,0.045454545454545456,Web,Wine,Highly Active
2202,1978,Graduation,Together,41154.0,0,1,2013-04-09,98,44,2,11,2.0,3,7.0,1,1,0,4,5,0,0,0,0,0,0,3,11,0,47,47,1.22,1,2,69.0,5,0,13.8,6,0.2,Store,Wine,Inactive
7396,1966,Graduation,Married,80398.0,0,0,2012-11-10,92,342,51,556,120.5,35,26.0,1,5,8,12,3,0,0,1,0,0,0,3,11,0,59,59,1.63,0,1,1130.5,25,1,45.22,8,0.04,Store,Meat,Inactive
4055,1992,Basic,Single,18746.0,1,0,2014-05-29,41,2,10,11,12.0,9,20.0,2,3,0,3,6,0,0,0,0,0,0,3,11,0,33,33,0.08,1,2,64.0,6,0,10.666666666666666,9,0.3333333333333333,Web,Gold,Moderately Active
10340,1984,Graduation,Together,35196.0,1,0,2012-11-13,68,75,12,141,43.0,39,126.5,6,6,1,5,8,0,0,0,0,0,0,3,11,0,41,41,1.62,1,2,436.5,12,0,36.375,14,0.5,Web,Meat,Inactive
10091,1956,Graduation,Single,60230.0,0,1,2013-05-20,78,520,20,367,39.0,81,40.0,2,6,3,6,5,0,0,0,0,0,0,3,11,0,69,69,1.11,1,2,1067.0,15,0,71.13333333333334,11,0.13333333333333333,Web,Wine,Inactive
7629,1977,Graduation,Married,22108.0,1,1,2014-05-08,46,5,3,9,6.0,2,6.0,2,2,0,3,7,0,0,0,0,0,0,3,11,0,48,48,0.14,2,3,31.0,5,0,6.2,9,0.4,Store,Meat,Moderately Active
10640,1974,Graduation,Together,44392.0,1,1,2013-09-05,71,87,5,71,7.0,12,29.0,5,4,1,4,7,0,0,0,0,0,0,3,11,0,51,51,0.81,2,3,211.0,9,0,23.444444444444443,11,0.5555555555555556,Web,Wine,Inactive
3498,1976,Phd,Married,55424.0,0,1,2012-11-25,6,462,61,184,10.0,53,107.0,4,7,5,9,6,1,0,0,0,0,0,3,11,1,49,49,1.59,1,2,877.0,21,1,41.76190476190476,13,0.19047619047619047,Store,Wine,Highly Active
6742,1979,Graduation,Married,17688.0,1,0,2013-01-13,82,2,2,1,3.0,1,2.0,1,1,0,2,8,0,0,0,0,0,1,3,11,0,46,46,1.46,1,2,11.0,3,0,3.6666666666666665,9,0.3333333333333333,Store,Fish,Inactive
1172,1983,Phd,Married,92491.0,0,0,2013-05-01,71,979,44,556,29.0,25,22.0,1,7,5,12,3,0,1,1,1,0,0,3,11,1,42,42,1.16,0,1,1655.0,24,3,68.95833333333333,10,0.041666666666666664,Store,Wine,Inactive
569,1991,Graduation,Single,90273.0,0,0,2013-12-14,32,704,81,556,120.0,74,111.0,1,5,6,7,2,0,1,1,1,0,0,3,11,1,34,34,0.54,0,1,1646.0,18,3,91.44444444444444,7,0.05555555555555555,Store,Wine,Moderately Active
4686,1962,Phd,Widow,82571.0,0,0,2014-04-02,28,861,31,556,62.0,81,79.0,0,6,5,13,2,0,0,1,0,0,0,3,11,0,63,63,0.24,0,1,1670.0,24,1,69.58333333333333,8,0.0,Store,Wine,Highly Active
1381,1982,Phd,Single,38513.0,1,0,2014-01-28,20,172,3,115,16.0,0,18.0,5,6,1,5,8,0,0,0,0,0,0,3,11,1,43,43,0.42,1,2,324.0,12,0,27.0,14,0.4166666666666667,Web,Wine,Highly Active
2634,1979,Master,Single,16653.0,1,0,2014-04-18,10,5,7,31,15.0,4,7.0,3,2,1,3,6,0,0,0,0,0,0,3,11,1,46,46,0.2,1,2,69.0,6,0,11.5,8,0.5,Store,Meat,Highly Active
10905,1955,Graduation,Together,42586.0,1,1,2012-10-29,7,194,2,56,0.0,0,0.0,5,4,1,6,8,0,0,0,0,0,0,3,11,1,70,70,1.66,2,3,252.0,11,0,22.90909090909091,12,0.45454545454545453,Store,Wine,Highly Active
1744,1965,Basic,Single,23529.0,0,1,2013-01-07,67,9,7,13,3.0,2,20.0,1,1,1,2,6,0,0,0,0,0,0,3,11,0,60,60,1.47,1,2,54.0,4,0,13.5,7,0.25,Store,Gold,Inactive
1000,1961,Master,Together,74881.0,1,1,2013-03-08,48,505,72,270,36.0,27,54.0,4,9,2,12,5,0,0,0,0,0,0,3,11,0,64,64,1.31,2,3,964.0,23,0,41.91304347826087,14,0.17391304347826086,Store,Wine,Moderately Active
3828,1951,Graduation,Married,71107.0,0,1,2013-02-17,61,533,10,217,120.5,81,126.5,2,7,6,13,4,0,0,0,0,0,0,3,11,0,74,74,1.36,1,2,1088.0,26,0,41.84615384615385,11,0.07692307692307693,Store,Wine,Inactive
8605,1964,Phd,Together,46910.0,1,1,2014-03-23,36,48,0,14,0.0,0,6.0,2,2,0,3,6,0,0,0,0,0,0,3,11,0,61,61,0.27,2,3,68.0,5,0,13.6,8,0.4,Store,Wine,Moderately Active
10304,1959,Graduation,Married,18690.0,0,0,2012-12-28,77,6,1,7,23.0,4,19.0,1,1,1,2,8,0,0,0,0,0,0,3,11,0,66,66,1.5,0,1,60.0,4,0,15.0,9,0.25,Store,Fish,Inactive
4351,1955,Graduation,Divorced,37244.0,1,1,2013-04-27,90,18,2,10,0.0,0,25.0,1,1,1,2,7,1,0,0,0,0,0,3,11,0,70,70,1.17,2,3,55.0,4,1,13.75,8,0.25,Store,Gold,Inactive
10129,1966,Graduation,Together,82427.0,0,0,2014-03-12,35,482,81,509,104.0,81,107.0,1,3,5,12,1,0,0,1,0,0,0,3,11,0,59,59,0.3,0,1,1364.0,20,1,68.2,4,0.05,Store,Meat,Moderately Active
2499,1958,2N Cycle,Single,75342.0,0,1,2013-05-06,38,204,81,97,21.0,81,26.0,1,5,2,10,4,0,0,0,0,0,0,3,11,0,67,67,1.15,1,2,510.0,17,0,30.0,9,0.058823529411764705,Store,Wine,Moderately Active
10092,1954,Graduation,Divorced,70044.0,0,1,2013-02-18,46,1073,0,250,120.5,14,14.0,4,7,10,5,5,0,0,0,0,0,0,3,11,0,71,71,1.36,1,2,1471.5,22,0,66.88636363636364,12,0.18181818181818182,Catalog,Wine,Moderately Active
7500,1967,Graduation,Single,79146.0,1,1,2014-04-24,33,245,16,223,21.0,43,16.0,2,8,1,8,6,0,0,0,0,0,0,3,11,0,58,58,0.18,2,3,564.0,17,0,33.1764705882353,14,0.11764705882352941,Web,Wine,Moderately Active
5796,1963,Graduation,Married,77437.0,0,0,2013-11-26,70,560,21,442,29.0,44,29.0,1,4,5,13,1,0,0,1,0,0,0,3,11,0,62,62,0.59,0,1,1125.0,22,1,51.13636363636363,5,0.045454545454545456,Store,Wine,Inactive
10556,1959,Graduation,Married,54984.0,0,1,2014-05-24,51,173,13,131,32.0,3,6.0,4,6,1,6,7,0,0,0,1,0,0,3,11,0,66,66,0.1,1,2,358.0,13,1,27.53846153846154,13,0.3076923076923077,Web,Wine,Moderately Active
1064,1971,Phd,Married,42403.0,1,0,2013-12-11,18,22,1,11,0.0,5,3.0,1,1,0,3,8,0,0,0,0,0,0,3,11,0,54,54,0.55,1,2,42.0,4,0,10.5,9,0.25,Store,Wine,Highly Active
48,1964,Graduation,Together,55761.0,0,1,2014-04-24,97,136,1,12,0.0,3,32.0,2,4,1,3,6,0,1,0,0,0,0,3,11,0,61,61,0.18,1,2,184.0,8,1,23.0,10,0.25,Web,Wine,Inactive
7610,1983,Graduation,Together,37292.0,1,0,2013-04-18,32,275,0,86,10.0,23,66.0,5,6,3,5,8,0,0,0,0,0,0,3,11,0,42,42,1.2,1,2,460.0,14,0,32.857142857142854,14,0.35714285714285715,Web,Wine,Moderately Active
263,1945,Phd,Single,45576.0,0,0,2014-05-28,9,56,19,29,2.0,14,25.0,1,3,1,3,8,0,0,0,0,0,0,3,11,1,80,80,0.09,0,1,145.0,7,0,20.714285714285715,11,0.14285714285714285,Web,Wine,Highly Active
10814,1947,Graduation,Together,70321.0,0,0,2013-01-16,6,303,23,556,82.0,26,126.5,1,6,5,13,4,0,0,0,0,0,0,3,11,1,78,78,1.45,0,1,1116.5,24,0,46.520833333333336,10,0.041666666666666664,Store,Meat,Highly Active
9710,1969,Phd,Divorced,58086.0,0,1,2013-01-20,80,708,7,62,0.0,0,15.0,2,11,3,7,8,0,0,0,0,0,0,3,11,0,56,56,1.44,1,2,792.0,21,0,37.714285714285715,19,0.09523809523809523,Web,Wine,Inactive
9292,1952,Graduation,Married,81795.0,0,0,2012-10-26,74,324,81,556,27.0,81,88.0,1,4,11,7,2,0,0,0,0,0,0,3,11,0,73,73,1.67,0,1,1157.0,22,0,52.59090909090909,6,0.045454545454545456,Catalog,Meat,Inactive
10250,1947,Basic,Together,28389.0,0,0,2012-11-20,49,1,5,3,7.0,4,8.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,78,78,1.6,0,1,28.0,3,0,9.333333333333334,8,0.3333333333333333,Store,Gold,Moderately Active
7881,1946,Master,Married,66835.0,0,0,2013-09-28,21,620,26,195,34.0,17,126.5,1,6,4,13,2,0,0,0,0,0,0,3,11,0,79,79,0.75,0,1,1018.5,23,0,44.28260869565217,8,0.043478260869565216,Store,Wine,Highly Active
5847,1969,Graduation,Divorced,69901.0,0,1,2013-05-29,95,312,21,206,102.0,81,126.5,3,7,3,10,5,0,0,0,0,0,0,3,11,0,56,56,1.08,1,2,848.5,20,0,42.425,12,0.15,Store,Wine,Inactive
737,1949,Phd,Married,80360.0,0,0,2013-03-03,56,1224,81,454,112.0,43,43.0,2,4,4,5,2,0,1,1,1,0,0,3,11,0,76,76,1.32,0,1,1957.0,13,3,150.53846153846155,6,0.15384615384615385,Store,Wine,Moderately Active
3571,1961,Phd,Together,63342.0,0,1,2012-10-16,48,918,21,118,13.0,10,21.0,3,8,3,5,6,0,1,0,0,0,0,3,11,1,64,64,1.7,1,2,1101.0,16,1,68.8125,14,0.1875,Web,Wine,Moderately Active
7807,1974,Graduation,Married,44989.0,0,1,2012-09-12,26,98,0,106,49.0,10,106.0,5,5,1,5,6,0,0,0,0,0,0,3,11,0,51,51,1.79,1,2,369.0,11,0,33.54545454545455,11,0.45454545454545453,Web,Meat,Highly Active
3878,1980,2N Cycle,Single,31859.0,1,0,2014-02-27,3,3,4,7,15.0,8,11.0,1,1,0,3,7,0,0,0,0,0,0,3,11,0,45,45,0.33,1,2,48.0,4,0,12.0,8,0.25,Store,Fish,Highly Active
5092,1949,Phd,Widow,51569.0,0,1,2013-02-12,39,380,0,47,6.0,0,34.0,4,7,1,7,8,0,1,0,0,0,0,3,11,1,76,76,1.37,1,2,467.0,15,1,31.133333333333333,15,0.26666666666666666,Web,Wine,Moderately Active
2154,1971,Graduation,Widow,30372.0,1,1,2012-12-25,33,15,0,12,7.0,3,7.0,3,2,0,3,7,0,0,0,0,0,0,3,11,0,54,54,1.51,2,3,44.0,5,0,8.8,9,0.6,Store,Wine,Moderately Active
5394,1979,Basic,Single,16014.0,1,1,2013-03-17,42,3,9,4,7.0,8,7.0,4,1,1,4,3,0,0,0,0,0,0,3,11,0,46,46,1.28,2,3,38.0,6,0,6.333333333333333,4,0.6666666666666666,Store,Fruits,Moderately Active
3798,1968,Graduation,Married,41120.0,1,1,2013-11-06,80,24,2,23,0.0,8,24.0,3,2,1,3,6,0,0,0,0,0,0,3,11,0,57,57,0.64,2,3,81.0,6,0,13.5,8,0.5,Store,Wine,Inactive
3524,1971,Master,Single,39763.0,1,0,2013-08-04,9,80,1,60,4.0,6,16.0,2,5,1,2,9,0,0,0,0,0,0,3,11,1,54,54,0.9,1,2,167.0,8,0,20.875,14,0.25,Web,Wine,Highly Active
5247,1955,Phd,Married,38725.0,1,1,2014-05-10,52,31,0,6,2.0,1,5.0,2,1,0,4,4,0,0,0,0,0,0,3,11,0,70,70,0.14,2,3,45.0,5,0,9.0,5,0.4,Store,Wine,Moderately Active
5883,1972,Graduation,Married,77981.0,1,0,2013-05-26,78,138,81,204,16.0,81,60.0,3,7,4,7,5,0,0,0,0,0,0,3,11,0,53,53,1.09,1,2,580.0,18,0,32.22222222222222,12,0.16666666666666666,Web,Meat,Inactive
2118,1964,2N Cycle,Married,62905.0,0,1,2013-09-10,68,166,75,96,119.0,81,59.0,3,7,2,8,4,0,0,0,0,0,0,3,11,0,61,61,0.8,1,2,596.0,17,0,35.05882352941177,11,0.17647058823529413,Store,Wine,Inactive
8812,1979,2N Cycle,Divorced,13533.0,1,0,2013-03-10,45,12,3,8,8.0,0,17.0,2,2,0,3,7,0,0,0,0,0,0,3,11,0,46,46,1.3,1,2,48.0,5,0,9.6,9,0.4,Store,Gold,Moderately Active
6616,1975,Graduation,Together,59481.0,0,1,2013-10-23,47,178,3,85,71.0,66,58.0,2,3,3,8,2,0,0,0,0,0,0,3,11,0,50,50,0.68,1,2,461.0,14,0,32.92857142857143,5,0.14285714285714285,Store,Wine,Moderately Active
2797,1977,Graduation,Married,72117.0,0,1,2013-08-20,34,707,20,171,65.0,60,50.0,1,9,7,9,5,0,0,0,0,0,0,3,11,0,48,48,0.86,1,2,1073.0,25,0,42.92,14,0.04,Web,Wine,Moderately Active
4328,1986,2N Cycle,Married,21955.0,1,0,2013-09-07,81,5,1,7,17.0,14,11.0,2,2,1,3,6,0,0,0,0,0,0,3,11,0,39,39,0.81,1,2,55.0,6,0,9.166666666666666,8,0.3333333333333333,Store,Fish,Inactive
9167,1956,Graduation,Married,67131.0,0,1,2013-03-26,72,465,71,250,93.0,35,62.0,3,9,2,12,6,0,0,0,0,0,0,3,11,0,69,69,1.26,1,2,976.0,23,0,42.43478260869565,15,0.13043478260869565,Store,Wine,Inactive
10560,1980,Phd,Single,36802.0,1,0,2014-06-16,23,16,1,2,0.0,0,1.0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,45,45,0.04,1,2,20.0,4,0,5.0,6,0.25,Store,Wine,Highly Active
2631,1982,Graduation,Together,71853.0,0,0,2013-05-08,29,358,81,413,120.5,81,32.0,1,2,8,6,1,0,0,0,0,0,0,3,11,0,43,43,1.14,0,1,1085.5,16,0,67.84375,3,0.0625,Catalog,Meat,Highly Active
8312,1961,Basic,Married,28249.0,0,0,2014-06-15,80,1,9,7,2.0,14,10.0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,64,64,0.04,0,1,43.0,5,0,8.6,8,0.2,Store,Sweets,Inactive
5534,1975,Master,Married,47808.0,0,1,2013-10-20,30,123,1,26,2.0,0,72.0,2,3,2,3,7,1,0,0,0,0,0,3,11,0,50,50,0.69,1,2,224.0,8,1,28.0,10,0.25,Web,Wine,Highly Active
5093,1974,Phd,Divorced,25509.0,1,0,2012-09-18,15,40,3,30,10.0,7,11.0,3,3,0,3,9,0,0,0,0,0,0,3,11,1,51,51,1.78,1,2,101.0,6,0,16.833333333333332,12,0.5,Web,Wine,Highly Active
7592,1946,Phd,Married,51012.0,0,0,2013-04-18,86,102,9,63,2.0,9,24.0,1,4,1,4,6,0,0,0,0,0,0,3,11,0,79,79,1.2,0,1,209.0,9,0,23.22222222222222,10,0.1111111111111111,Web,Wine,Inactive
